article_id,article_publish_date,title,topic_desc,country_desc
755656,16/11/2018,Anti-Dilution Remedy Is Not Limited To Registered Trademarks: The Bunny Keeps Going… And Going… And Going,Intellectual Property,Canada
755676,16/11/2018,Government Of Canada Introduces Major Changes To Canada Labour Code And Creates Federal Pay Equity Obligations,Employment and HR,Canada
755782,16/11/2018,The Supreme Court Of Canada Green Lights National Securities Regulatory Regime–Who Will Drive Ahead?,Corporate/Commercial Law,Canada
755712,16/11/2018,A Problem Crying Out For An Early Resolution,Corporate/Commercial Law,Canada
755654,16/11/2018,"What Role Does ""Fairness"" Play In Statutory Interpretation?","Government, Public Sector",Canada
755668,16/11/2018,Canadian Trademark Law - Special Update,Intellectual Property,Canada
755728,16/11/2018,Cameco Corporation v. The Queen: A Lesson In Sham And Canadian Transfer Pricing Adjustments,Tax,Canada
755758,16/11/2018,Anti-Money Laundering: A Comparative Review Of Legislative Development,"Government, Public Sector",Canada
755764,16/11/2018,Why Growing The Devil&#39;s Lettuce Could Cause You To Lose Your Green,Real Estate and Construction,Canada
754778,16/11/2018,Can a grouped dwelling unit be split into two and rented separately? No!,Real Estate and Construction,Australia
753832,17/11/2018,Acquisition of a business: Hedging your IP bets,Corporate/Commercial Law,Australia
753822,17/11/2018,2017 Retail leasing reforms – Benefits for lessors,Real Estate and Construction,Australia
753878,17/11/2018,Ethical data use: How is this relevant in Australia in 2018?,Corporate/Commercial Law,Australia
755868,17/11/2018,Conveyancing reform in NSW affecting Off-the-Plan sales,Real Estate and Construction,Australia
755866,17/11/2018,The incapacity conundrum and SMSFs – planning for the (mostly) inevitable,Finance and Banking,Australia
755864,17/11/2018,Xenith IP Group responds to Australian Senate Committee inquiry on future investment in research and development,Tax,Australia
755862,17/11/2018,Financial services business fined $9M – A sign of things to come or just one bad egg?,Finance and Banking,Australia
755858,17/11/2018,Additional damages for flagrant unjustified threats of IP infringement – the art of finesse,Intellectual Property,Australia
755894,19/11/2018,Was the rent abatement for lack of air conditioning the end of the matter?,Real Estate and Construction,Australia
755900,19/11/2018,Meanings of AND and OR: wrongful termination of an agreement to lease,Real Estate and Construction,Australia
755974,19/11/2018,Use it or lose it: a recent case on the law of adverse possession,Real Estate and Construction,Australia
755982,19/11/2018,Until debt do us part: The effective use and pitfalls of statutory demands,"Litigation, Mediation & Arbitration",Australia
756008,19/11/2018,Crowd-sourced funding (CSF) now extended to private companies,Corporate/Commercial Law,Australia
756106,19/11/2018,"At Last – Government Confirms June 17, 2019 Implementation Date Of Major Amendments To The Trademarks Act",Intellectual Property,Canada
755872,19/11/2018,"Liar, liar, house on fire - Expert evidence and specialised knowledge","Litigation, Mediation & Arbitration",Australia
755914,19/11/2018,Will Canada Finally See A National Securities Regulator?,"Government, Public Sector",Canada
755876,19/11/2018,Impact of inappropriate risk allocations on mega project failure,Real Estate and Construction,Australia
755878,19/11/2018,To write or not to write: the appropriateness of instruction letters with expert reports,"Litigation, Mediation & Arbitration",Australia
755890,19/11/2018,If the Act does not apply ….. it does not apply - a retail shop lease?,Real Estate and Construction,Australia
755892,19/11/2018,Uncertainty within the foundations: the NSW ban on aluminium cladding and implications of the Building Products (Safety) Act 2017,Real Estate and Construction,Australia
755898,19/11/2018,Taken for a ride? Development consent troubles for Luna Park,Real Estate and Construction,Australia
755928,19/11/2018,Navigating Continuous Disclosure In The Life Sciences Sector,Corporate/Commercial Law,Australia
755904,19/11/2018,ACCC finds unfair terms in office lease contract,Corporate/Commercial Law,Australia
755908,19/11/2018,A best practice approach to IP management – why it is a good idea to consolidate your IP under one roof,Intellectual Property,Australia
755910,19/11/2018,New regulations and fixed start date for the next tranche of the BIF Act in Queensland,Real Estate and Construction,Australia
754626,19/11/2018,Supreme Court Gives Green Light To Pan-Canadian Securities Regulator,Corporate/Commercial Law,Canada
756012,19/11/2018,MFDA Publishes Principles-Based Sanction Guidelines,Corporate/Commercial Law,Canada
756014,19/11/2018,Evidence lost in translation,"Litigation, Mediation & Arbitration",Australia
756104,19/11/2018,"Bill 47 – Amendments To The Labour Relations Act, 1995",Employment and HR,Canada
756126,19/11/2018,A Cannabis Workplace Legal Development To Note,"Food, Drugs, Healthcare, Life Sciences",Canada
756164,19/11/2018,Changes To The Smoke-Free Act affecting Condos,"Food, Drugs, Healthcare, Life Sciences",Canada
756202,19/11/2018,"Delays Nourish Desires: Canada&#39;s New Trademark Laws Come Into Force June 17, 2019",Intellectual Property,Canada
756222,19/11/2018,An Overview Of The Competition Bureau&#39;s New Immunity And Leniency Programs,Corporate/Commercial Law,Canada
756230,19/11/2018,Strata Developers Must Act Quickly To Comply With New Assignment Registry Requirements,Real Estate and Construction,Canada
756444,20/11/2018,Government Proposes Streamlining Copyright Board Proceedings And Improving Online Copyright Notice System,Intellectual Property,Canada
756152,20/11/2018,British Columbia To Introduce Condo And Strata Assignment Integrity Register: What Developers Need To Know,Real Estate and Construction,Canada
756176,20/11/2018,"Delays Nourish Desires: Canada&#39;s New Trademark Laws Come Into Force June 17, 2019",Intellectual Property,Canada
756284,20/11/2018,3 Tips To Help Cannabis Industry Reporting Issuers Comply With Securities Law Disclosure Obligations,"Food, Drugs, Healthcare, Life Sciences",Canada
756244,20/11/2018,Bill C-86: Major Changes Coming To A Federal Workplace Near You,Employment and HR,Canada
756266,20/11/2018,Court Of Appeal For Ontario Considers Availability Of Damages For Pure Economic Loss In Product Recall Case,"Litigation, Mediation & Arbitration",Canada
756272,20/11/2018,CRA&#39;s Power To Compel Taxpayers To Disclose Uncertain Tax Positions Affirmed,"Litigation, Mediation & Arbitration",Canada
756340,20/11/2018,"Agricultural Law Netletter - Wednesday, November 7, 2018",Real Estate and Construction,Canada
756366,20/11/2018,Young Couples Living Together To Save On Housing Costs Need To Sign This Often Overlooked Pact — Laurie Pawlitz Speaks To The Globe & Mail On The Importance Of Cohabitation Agreements,Finance and Banking,Canada
756394,20/11/2018,Q3 2018 Review: Venture Capital Financing And Deal Activity Decline After Record-Setting H1,Corporate/Commercial Law,Canada
754788,20/11/2018,Intermediary Liability Under CASL,Privacy,Canada
756472,20/11/2018,Beneficial Ownership: New Developments,Finance and Banking,Canada
756498,20/11/2018,Nouveau Au Conseil? Comprendre Vos Responsabilités Commence Par Les Fondamentaux Du Droit Des Sociétés,Corporate/Commercial Law,Canada
756532,20/11/2018,Time Is Of The Essence: Public Interest Considerations On A Motion For Standing To Bring A S. 127 Proceeding Before The Ontario Securities Commission,Corporate/Commercial Law,Canada
756416,20/11/2018,What you need to know in a softening property market,Real Estate and Construction,Australia
756480,20/11/2018,Inside track: Healthcare - in the media,"Food, Drugs, Healthcare, Life Sciences",Australia
756560,20/11/2018,Update On Rectifications,Tax,Canada
756600,20/11/2018,Significant Details About Ontario Cannabis Retail Revealed By Provincial Government,"Food, Drugs, Healthcare, Life Sciences",Canada
756624,20/11/2018,Get Outta Here! Ontario Court Confirms It Has No Jurisdiction Over Dispute Arising From Collective Agreement,"Litigation, Mediation & Arbitration",Canada
756632,20/11/2018,Tipping The Scales: Ontario Court Of Appeal Confirms The Primacy Of Creditors&#39; Interests When Approving A Receiver&#39;s Sale Of Property,Tax,Canada
756686,20/11/2018,Fire Code Charges Withdrawn Against Foster Home Operator,Finance and Banking,Canada
756690,20/11/2018,"Save The Date: Preparing For Canada&#39;s New Trademark Regime Coming Into Force On June 17, 2019",Intellectual Property,Canada
756606,21/11/2018,Date Major Canadian Trademark Reform Will Come Into Force Now Known,Intellectual Property,Canada
756778,21/11/2018,Cannabis License Act: Franchising Implications,"Food, Drugs, Healthcare, Life Sciences",Canada
756820,21/11/2018,The new Low Rise Medium Density Housing Code - a contentious middle ground.,Real Estate and Construction,Australia
756428,21/11/2018,Combustible cladding assessments for building industry professionals and fire engineers: golden goose or road to ruin?,Real Estate and Construction,Australia
756616,21/11/2018,With Canada&#39;s New Privacy-Breach Laws Comes The Real Risk Of ‘Oversharing&#39;,Privacy,Canada
756662,21/11/2018,Supreme Court Decision Clears Pathway For A Pan-Canadian Securities Regulator,Corporate/Commercial Law,Canada
756454,21/11/2018,Draft legislation to strengthen penalties for corporate and financial sector misconduct,Finance and Banking,Australia
756458,21/11/2018,ASICs new approach to regulation by embedding supervisory staff in banks,Finance and Banking,Australia
756468,21/11/2018,"Queensland Government Bulletin – media releases, in practice and courts, articles, papers, reports, cases and legislation","Government, Public Sector",Australia
756806,21/11/2018,"Inside track: Work, Health and Safety - in the media, articles, papers, report, in practice, in court, cases and legislation.",Employment and HR,Australia
756722,21/11/2018,Final Countdown: The Date Is Set For Implementing Significant Changes To Canadian Trademark Law,Intellectual Property,Canada
756816,21/11/2018,Assignment – can the landlord refuse consent based on the assignees insufficient financial resources?,Real Estate and Construction,Australia
756728,21/11/2018,"WSIB Fraud Requires A Wilful Act, Like Tax Evasion, Appeal Court Decides",Employment and HR,Canada
756780,21/11/2018,A Prompt Response And Fair Compensation Package Help To Defeat Class Action Certification,"Litigation, Mediation & Arbitration",Canada
756826,21/11/2018,Update on constitutional recognition of indigenous Australians,"Government, Public Sector",Australia
756832,21/11/2018,Kimberley College Ltd v Davis 2018 FCA 1102 (24 July 2018),Corporate/Commercial Law,Australia
756836,21/11/2018,Expert evidence is only as good as the supporting assumption - no try,"Litigation, Mediation & Arbitration",Australia
756824,21/11/2018,Outsourcing – Increasing The Odds Of Success And Avoiding Common Pitfalls,Employment and HR,Canada
756840,21/11/2018,Property exposure update – snapshot of latest property exposure data of APRA,Finance and Banking,Australia
756866,21/11/2018,Alberta Court Of Appeal Clarifies Law Of Civil Contempt,"Litigation, Mediation & Arbitration",Canada
756894,21/11/2018,Resources: Client Update: Who Is A Constructor?,Employment and HR,Canada
756900,21/11/2018,Blog: 4 Things You Should Know Regarding The 2018 Ontario Fall Economic Statement,Tax,Canada
757044,21/11/2018,What You Need To Know About Canada Legalizing Marijuana,"Food, Drugs, Healthcare, Life Sciences",Canada
757194,21/11/2018,"The British Columbia Supreme Court On Family Status Discrimination: Parenting Roles, Stereotypes And In-Flux Jurisprudence",Employment and HR,Canada
757196,21/11/2018,Real Estate Developers In B.C. Face New Reporting Requirements For Assignments Of Pre-Sale Purchase Agreements,Real Estate and Construction,Canada
757198,21/11/2018,What Do You Mean I Don&#39;t Own My Own Logo?,Intellectual Property,Canada
756932,21/11/2018,Guide To Plant Breeders&#39; Rights In Canada,Intellectual Property,Canada
756916,21/11/2018,One Year After The Amendments To The Condominium Act – Are We Any Better Off?,Real Estate and Construction,Canada
755964,21/11/2018,Business And Human Rights - UK NCP (Partially) Accepts Complaint In Relation To The Royal Windsor Horse Show,"Government, Public Sector",Canada
755972,21/11/2018,Who Owns That School? The Crown And The Validity Of Lien Claims,"Litigation, Mediation & Arbitration",Canada
756044,21/11/2018,Canada&#39;s New Pay Equity Regime For Women In The Workforce,Employment and HR,Canada
756180,21/11/2018,CRA&#39;s Power To Compel Taxpayers To Disclose Uncertain Tax Positions Affirmed,Tax,Canada
756198,21/11/2018,October Surprise: Parliament Tables New Trade-Mark Amendments,Intellectual Property,Canada
756396,21/11/2018,Court Denies Summary Judgment To Defendant Driver With Right-of-Way,"Litigation, Mediation & Arbitration",Canada
756400,21/11/2018,"The Date Is Set: June 17, 2019 — Canada&#39;s New Trademark Law Will Be In Force",Intellectual Property,Canada
756404,21/11/2018,Supreme Court Of Canada Upholds Common Interest Privilege Rule,"Litigation, Mediation & Arbitration",Canada
756422,21/11/2018,Court Of Appeal Confirms That Physicians Are Statute-Barred From Claiming For Damages Arising From Hospital Decision To Cease Providing A Service,"Food, Drugs, Healthcare, Life Sciences",Canada
757048,21/11/2018,Sold a lemon: using a partisan expert witness may cost you more than just their fees,"Litigation, Mediation & Arbitration",Australia
756520,21/11/2018,"Save The Date: Preparing For Canada&#39;s New Trademark Regime Coming Into Force On June 17, 2019",Intellectual Property,Canada
756588,21/11/2018,Court Consolidates Arbitration Proceedings Without Consent Of Parties,"Litigation, Mediation & Arbitration",Canada
757068,21/11/2018,Wrong direction for expert evidence: Uber versus taxis and taxes,"Litigation, Mediation & Arbitration",Australia
757072,22/11/2018,Budding This Fall: Details On The Regulations Under The Cannabis License Act,"Food, Drugs, Healthcare, Life Sciences",Canada
757398,22/11/2018,A Strong Voice For Enhanced Corporate Governance: Commonsense Principles 2.0,Corporate/Commercial Law,Canada
756992,22/11/2018,"In Callidus We ""Trust"" – The SCC Rules On The Deemed Trust Provisions Of The Excise Tax Act And Overturns The Federal Court Of Appeal Ruling In Callidus Capital Corporation V. Her Majesty The Queen","Litigation, Mediation & Arbitration",Canada
757054,22/11/2018,Ontario&#39;s Cannabis Regulations: Rushed To Release,"Food, Drugs, Healthcare, Life Sciences",Canada
757076,22/11/2018,"Ontario Court Of Appeal Summaries (November 12 – 16, 2018)","Litigation, Mediation & Arbitration",Canada
756982,22/11/2018,Coming To A Store Near You: Ontario Unveils Its Retail Cannabis Licensing Regulations,"Food, Drugs, Healthcare, Life Sciences",Canada
757012,22/11/2018,Pay Transparency In Ontario Delayed… Or Dead?,Employment and HR,Canada
757042,22/11/2018,The TaxLetter: End Of Year Planning - Crystallizing Those Losses,Tax,Canada
757014,22/11/2018,MFDA Releases Revised Sanction Guidelines,Corporate/Commercial Law,Canada
757056,22/11/2018,"Federal Government To Implement Wells v. Canada (Attorney General) And Reassess 58,000 Applications For Membership In The Qalipu Mi&#39;kmaq First Nation","Government, Public Sector",Canada
757090,22/11/2018,Court Of Appeal Of Quebec Confirms Order That The Plaintiff Produce A List Identifying Registered Class Members And Their Province Of Residence,"Litigation, Mediation & Arbitration",Canada
757126,22/11/2018,"Canada&#39;s New Industrial Design Regime: Canada Joined The Hague System, And More",Intellectual Property,Canada
757132,22/11/2018,A Cautionary Tale For Employers,Employment and HR,Canada
757142,22/11/2018,"Ontario Superior Court Rejects Apotex Attempts To Revive The Promise Doctrine By Dismissing Motion For Leave To Amend, Awards Substantial Indemnity Costs",Intellectual Property,Canada
757274,22/11/2018,A Review Of U.S. Border Crossing Issues One Month After Cannabis Legalization,"Food, Drugs, Healthcare, Life Sciences",Canada
757436,22/11/2018,Lay of the land: Property Tax Update: Tighter laws for vacant land deductions,Tax,Australia
757472,22/11/2018,Employer unfairly dismissed employee due to wrong view on student visa,Employment and HR,Australia
757448,22/11/2018,How to stop paying workers compensation after 33 years,Employment and HR,Australia
757268,22/11/2018,"Canadian Appeal Court Affirms ""Thanks-But-No Thanks"" Approach To Discovery Of U.S. Residents In Canadian Class Action","Litigation, Mediation & Arbitration",Canada
757146,22/11/2018,ONCA Permits Pleading Amendments Asserting Validity Of Previously Invalidated Patent Following Nexium Decision,Intellectual Property,Canada
757262,22/11/2018,AER And ACO Release Revised Joint Operating Procedures,"Government, Public Sector",Canada
757358,22/11/2018,New Legislation Will Require Federally-Regulated Employers To Be Proactive In Ensuring Pay Equity,Employment and HR,Canada
757404,22/11/2018,Supreme Court Of Canada Refuses To Hear Appeal From Ontario Court Of Appeal Decision Giving Ontario Municipalities More Independence Over Parkland,"Litigation, Mediation & Arbitration",Canada
757644,22/11/2018,"Keys, Please: The Econolodge Park-And-Fly Conundrum",Corporate/Commercial Law,Canada
757794,23/11/2018,Injured on a work trip: is the employer liable? AAT considers another hotel injury claim,Employment and HR,Australia
757688,23/11/2018,Legal Update On Private Cannabis Retail Regulations,"Food, Drugs, Healthcare, Life Sciences",Canada
757708,23/11/2018,New Financial Services Consumer Protection,Finance and Banking,Canada
757724,23/11/2018,How To Not Respond In A Non-Knee-Jerk Fashion To US Tax Reform,Tax,Canada
757378,23/11/2018,Hold The Applause: Clapping Banned To Reduce Individual Anxiety,Employment and HR,Canada
757426,23/11/2018,Potential Reprisal Complaint On The Horizon? Act Fast!,Employment and HR,Canada
757470,23/11/2018,Move Over Toronto Raccoons—Hungry Squirrels Are Taking Over The Streets...And Class Actions?,"Litigation, Mediation & Arbitration",Canada
757548,23/11/2018,Precise Language Needed To Override Reasonable Notice,Employment and HR,Canada
757848,23/11/2018,"November 2, 2018 – CTV W5 Covers Nursing Home Action Coalition","Food, Drugs, Healthcare, Life Sciences",Canada
757656,23/11/2018,Dissecting MedTech M&A Deals,"Food, Drugs, Healthcare, Life Sciences",Canada
757564,23/11/2018,Why Franchising Cannabis Stores In Ontario Is Legal,"Food, Drugs, Healthcare, Life Sciences",Canada
757734,23/11/2018,Canadian Securities Litigation Outlook 2018: Trends To Watch For Capital Markets Participants,Finance and Banking,Canada
757538,23/11/2018,Bill 21 – An Act To Protect Patients,"Food, Drugs, Healthcare, Life Sciences",Canada
754866,23/11/2018,HHS Announces New Health Sector Cybersecurity Coordination Center,"Food, Drugs, Healthcare, Life Sciences",Canada
757474,23/11/2018,Bill 57 Seeks To Change Fire Sector Interest Arbitration Procedure And Protect Volunteer Firefighters,"Litigation, Mediation & Arbitration",Canada
757638,23/11/2018,Stone(d) Walled: Cannabis Production And Municipal Zoning By-Laws,"Food, Drugs, Healthcare, Life Sciences",Canada
757536,23/11/2018,Diversonomics Season 3 | Episode 5,Corporate/Commercial Law,Canada
757512,23/11/2018,Strengthened IP Protection Under The USMCA: Extensions To Data Protection And Patent-Term Restoration Headline Forthcoming Changes To Canadian Law,Intellectual Property,Canada
758006,23/11/2018,Lobbyists Will Soon Be Required To Register In Every Province — Including PEI,"Government, Public Sector",Canada
758026,23/11/2018,Ontario&#39;s Election Laws Are About To Change — Here&#39;s What You Need To Know,"Government, Public Sector",Canada
757842,23/11/2018,Rolling Out New Cannabis Consumption Rules In Ontario And The Powerful Role Of Municipalities,"Food, Drugs, Healthcare, Life Sciences",Canada
757854,23/11/2018,"Some Clarity; Some Fog: Cannabis Licence Act, 2018 Ontario Regulation 468/18","Food, Drugs, Healthcare, Life Sciences",Canada
757894,23/11/2018,Canadian Health And Safety Law Quarterly Update,"Food, Drugs, Healthcare, Life Sciences",Canada
757900,23/11/2018,"Does Your Real Estate Purchase Agreement Give You ""Liquid Courage"" Through Post-Closing Credit Enhancement?",Finance and Banking,Canada
757120,23/11/2018,"Don&#39;t Kiss Babies, You Could Save Lives","Food, Drugs, Healthcare, Life Sciences",Canada
757888,23/11/2018,"Condo Meetings — Tips, Tricks, And Reminders",Real Estate and Construction,Canada
757890,23/11/2018,Bill C-86: Copyright Board Reform In Action,Intellectual Property,Canada
757936,23/11/2018,This Is A Lawsuit Waiting To Happen: Pre-Litigation Tips,"Litigation, Mediation & Arbitration",Canada
758128,23/11/2018,Three Questions Every Company Should Ask Before Commencing Litigation,"Litigation, Mediation & Arbitration",Canada
757944,23/11/2018,Wise-Persons&#39; Committee: The Collective Consciousness Of A Franchise Network,Corporate/Commercial Law,Canada
758150,26/11/2018,Winning the battle but not the war: Federal Court clarifies how damages undertakings will be enforced when an injunction is wrongly granted,"Litigation, Mediation & Arbitration",Australia
758152,26/11/2018,"Attention: AFCA members, ASIC must be notified!",Finance and Banking,Australia
757956,26/11/2018,Changes to financial reporting for large proprietary companies,Corporate/Commercial Law,Australia
758158,26/11/2018,Top five issues to consider when buying a hire or rental business,Corporate/Commercial Law,Australia
758024,26/11/2018,Bill 21 Update: An Act To Protect Patients Now Partially In Force,"Food, Drugs, Healthcare, Life Sciences",Canada
758160,26/11/2018,English case law offers insights to Australian government agencies preparing for the Government Procurement (Judicial Review) Act 2018 (Cth),"Government, Public Sector",Australia
758162,26/11/2018,A tighter prescription for advertisers: The Therapeutic Goods Advertising Code (No.2) 2018,"Food, Drugs, Healthcare, Life Sciences",Australia
758168,26/11/2018,PPSR Series: Your handy guide to avoiding common PPSR registration mistakes,Corporate/Commercial Law,Australia
758154,26/11/2018,Crane access licence agreements in NSW – what you need to know,Real Estate and Construction,Australia
758184,26/11/2018,USMCA – Impact On Labour Principles And Rights,Employment and HR,Canada
758186,26/11/2018,National Leasing Centre,Real Estate and Construction,Canada
758216,26/11/2018,Long Time Coming: New Trademarks Act Coming Into Force June 2019,Intellectual Property,Canada
758246,26/11/2018,Silicosis safety concerns for construction industry in Queensland,Real Estate and Construction,Australia
758228,26/11/2018,Ontario Releases Much-Anticipated Cannabis Retail Regulations,"Food, Drugs, Healthcare, Life Sciences",Canada
758308,26/11/2018,Young Adults Feel Unsafe Driving After Cannabis Consumption,"Food, Drugs, Healthcare, Life Sciences",Canada
758312,26/11/2018,When Is A Promissory Note A Security And Not A Loan?,Corporate/Commercial Law,Canada
758286,26/11/2018,BC&#39;s Take On A Modern-Style Environmental Assessment,"Government, Public Sector",Canada
758356,26/11/2018,The Bowman Moot Problem 2019,Tax,Canada
758362,26/11/2018,The End Of The Charter? Recent Developments In Canada,"Government, Public Sector",Canada
758346,26/11/2018,What Is The Impact Of The USMCA On IP In Canada?,Intellectual Property,Canada
758350,26/11/2018,Cannabis In The Workplace: The New Wild West,"Food, Drugs, Healthcare, Life Sciences",Canada
758370,26/11/2018,"Owner&#39;s Choice: Alberta Court Of Appeal Upholds Owner&#39;s Discretion To Select Contractor Based On Overall Cost, Schedule, Experience In Everest Construction Management Ltd. v. Strathmore (Town), 2018 ABCA 74",Real Estate and Construction,Canada
758400,26/11/2018,Continuous Disclosure And Class Actions In Australia (Video),"Litigation, Mediation & Arbitration",Australia
758418,26/11/2018,ASC Introduces Anticipated Whistleblower Policy,Corporate/Commercial Law,Canada
758496,27/11/2018,Year-End Charitable Giving Strategies (Infographic),Corporate/Commercial Law,Canada
758478,27/11/2018,"Inside track: Healthcare – media releases, articles, papers and reports.","Food, Drugs, Healthcare, Life Sciences",Australia
758544,27/11/2018,2018 Fall Economic Statement,"Government, Public Sector",Canada
758482,27/11/2018,Court decision questions the status of endorsed parties in Cultural Heritage Management Plan process,"Litigation, Mediation & Arbitration",Australia
758556,27/11/2018,"The Tree May Not Be The Only Thing ""Lit"" This Holiday-Season- Navigating The Company Holiday Party In The Era Of ""Me-Too"" And Legalized Marijuana.",Employment and HR,Canada
758484,27/11/2018,New Australian law to provide further protections for copyright owners to block offshore pirate websites,Intellectual Property,Australia
758574,27/11/2018,Supreme Court Decides That Duty To Consult Does Not Apply To Law-Making Process: Mikisew Cree First Nation v Canada,"Government, Public Sector",Canada
758598,27/11/2018,"Breach Of Telecommute Agreement Resulted In Constructive Dismissal: Hagholm v. Coreio Inc., 2017 ONSC 7713, Varied 2018 ONCA 633",Employment and HR,Canada
758488,27/11/2018,Fair Work Commission orders compensation for distressing employment termination,Employment and HR,Australia
758974,28/11/2018,"Inside track: Property and Real Estate – media releases, in practice and in courts and cases",Real Estate and Construction,Australia
758978,28/11/2018,"Residential Focus – media releases, articles, papers, reports, in practice and courts and recent cases",Real Estate and Construction,Australia
758980,28/11/2018,"Inside track: Superannuation, Funds Management and Financial Services – media releases, in practice and in courts, cases and legislation.",Finance and Banking,Australia
758982,28/11/2018,Valuer and Retail Leases Update – failure by landlord to repair air-conditioning allows tenant to terminate lease,Real Estate and Construction,Australia
758984,28/11/2018,Treasurer uses FIRB powers to reject $13 billion bid by CKI for APA Group on national interest grounds,"Government, Public Sector",Australia
758988,28/11/2018,"Fair Work Commission – recent changes – let us get flexible, flexible",Employment and HR,Australia
757714,28/11/2018,ISS Releases 2019 Proxy Voting Guidelines Updates For Canada,Corporate/Commercial Law,Canada
759492,29/11/2018,"Causes of data breaches, industries most impacted and regulator comments following the first 8 months of the NDB Scheme",Privacy,Australia
759494,29/11/2018,When a consequential condition does not result from a work injury,Employment and HR,Australia
759584,29/11/2018,"Inside track: Local Government: recent media releases, reports, cases, legislation","Government, Public Sector",Australia
759488,30/11/2018,Changes to long service leave legislation in Victoria – What you need to know,Employment and HR,Australia
759484,30/11/2018,Acquisition of part-interests in pharmacies,Corporate/Commercial Law,Australia
759480,30/11/2018,Are your contracts unfair? Do not get caught out by the unfair terms legislation now applying to business to business (B2B) contracts,Corporate/Commercial Law,Australia
759482,30/11/2018,WARNING – Review of casual employment arrangements needed,Employment and HR,Australia
760382,01/12/2018,Preparing clause 4.6 requests to vary development standards in NSW: A guide for applicants,Real Estate and Construction,Australia
760384,01/12/2018,Managing FIRB – a guide for foreign buyers and sellers,"Government, Public Sector",Australia
760402,01/12/2018,PPSR Series: The $23 million dollar mistake – the consequences of getting your PPS registration wrong!,Corporate/Commercial Law,Australia
760390,01/12/2018,Unfair contract terms – What is the problem?,Corporate/Commercial Law,Australia
760398,01/12/2018,The fate of the Australian innovation patent – like the death penalty for jaywalking,Intellectual Property,Australia
760400,01/12/2018,"Guide to construction arbitration - Second edition, Australia",Real Estate and Construction,Australia
760406,01/12/2018,Contractors vs employees: who do I need to pay superannuation to?,Employment and HR,Australia
760412,01/12/2018,CK Alert: Contract indemnities – why the fuss?,Corporate/Commercial Law,Australia
760414,01/12/2018,The casual conundrum continues: Double-dipping and class actions in employment law,Employment and HR,Australia
760422,01/12/2018,Deeds vs agreements for settlement of disputes,"Litigation, Mediation & Arbitration",Australia
760426,01/12/2018,Preventative steps all employers should take to minimise risks associated with work Christmas parties,Employment and HR,Australia
760430,03/12/2018,Appeals: a useful lesson,"Litigation, Mediation & Arbitration",Australia
760432,03/12/2018,"Cross all Ts, dot all Is: Personal guarantees gone wrong",Finance and Banking,Australia
760436,03/12/2018,Loan ranger: Five tips for private lending in Australia,Finance and Banking,Australia
760448,03/12/2018,Government proposes changes for financial reporting,Finance and Banking,Australia
760444,03/12/2018,Foodora delivery rider classed as an employee wins unfair dismissal case,Employment and HR,Australia
760440,03/12/2018,"Inside track: Healthcare - Media releases - faulty medical implants, lead poisoning, cyber-bullying","Food, Drugs, Healthcare, Life Sciences",Australia
760830,04/12/2018,Australia&#39;s Landmark Modern Slavery Act Passes Into Law,Employment and HR,Australia
760862,04/12/2018,"Inside track: Work, Health and Safety – media releases, articles, papers, reports, in practice and in courts, cases and legislation",Employment and HR,Australia
760908,04/12/2018,What is a statutory charge and when is it useful?,Real Estate and Construction,Australia
760916,04/12/2018,"Christmas party season: if it is not official, it is not compensable",Employment and HR,Australia
760922,04/12/2018,Section 318 of the Workplace Injury Management and Workers Compensation Act 1998 proves fatal to a slip in the pleadings,"Litigation, Mediation & Arbitration",Australia
761184,05/12/2018,Contractor arrangements subject to continued scrutiny as Foodora rider found to be an employee,Employment and HR,Australia
761192,05/12/2018,Harvest Inquiry Report by Fair Work Ombudsman finds widespread non-compliance in horticulture,Employment and HR,Australia
761194,05/12/2018,Are tougher days coming for approval of agribusiness certification trademarks in Australia?,Intellectual Property,Australia
761196,05/12/2018,Could a landlord recover rent and lease incentives after the tenant abandoned the premises? Which case won?,Real Estate and Construction,Australia
761198,05/12/2018,Could a land owner terminate his option agreement with a developer because of delay by the developer? Which case won?,Real Estate and Construction,Australia
761202,05/12/2018,Warning to owners of registered trade marks,Intellectual Property,Australia
761204,05/12/2018,Making long service leave fairer for everyone,Employment and HR,Australia
761206,05/12/2018,Parody trade marks,Intellectual Property,Australia
761208,05/12/2018,Trade marks with geographical connotations,Intellectual Property,Australia
761834,06/12/2018,"Queensland Government Bulletin: Recent media releases, articles, reports, cases and legislation","Government, Public Sector",Australia
761684,06/12/2018,Commonwealth Modern Slavery Bill passes through both houses of Parliament,"Government, Public Sector",Australia
761804,06/12/2018,NSW Government Bulletin: a zeugma in statutory interpretation,"Government, Public Sector",Australia
761842,06/12/2018,"NSW Government Bulletin: Recent media releases, articles, reports, cases and legislation","Government, Public Sector",Australia
761824,06/12/2018,"Inside track: Planning, Environment & Sustainability: Recent media releases, reports, cases and legislation",Real Estate and Construction,Australia
761862,06/12/2018,The time has (almost) come … The time is (almost) now – NSW registration of combustible cladding and you,Real Estate and Construction,Australia
761864,06/12/2018,PPSR Series: PPSR and leases – the $44 million mistake,Corporate/Commercial Law,Australia
761880,06/12/2018,Permanent stay applications increase in importance with removal of limitations period for child abuse claims,"Litigation, Mediation & Arbitration",Australia
762210,07/12/2018,Taxable Payments Reporting System to affect road freight industry from 1 July 2019,Tax,Australia
